filename,width,height,class,xmin,ymin,xmax,ymax
writer26_13.jpg,241,768,decision,401,164,456,235
writer26_13.jpg,241,768,arrow,454,195,527,212
writer26_13.jpg,241,768,data,519,173,685,222
writer26_13.jpg,241,768,arrow,665,191,722,204
writer26_13.jpg,241,768,connection,728,181,762,210
writer26_13.jpg,241,768,arrow,423,120,435,170
writer26_13.jpg,241,768,process,389,75,471,122
writer26_13.jpg,241,768,arrow,342,103,399,118
writer6_6b.jpg,768,607,terminator,191,6,310,71
writer6_6b.jpg,768,607,text,219,19,270,50
writer6_6b.jpg,768,607,arrow,243,70,258,125
writer6_6b.jpg,768,607,data,161,124,360,194
writer6_6b.jpg,768,607,text,212,146,289,175
writer6_6b.jpg,768,607,arrow,241,188,256,249
writer6_6b.jpg,768,607,process,164,248,354,318
writer6_6b.jpg,768,607,text,216,251,282,309
writer6_6b.jpg,768,607,arrow,244,315,258,360
writer6_6b.jpg,768,607,process,152,353,365,423
writer6_6b.jpg,768,607,text,175,377,297,405
writer6_6b.jpg,768,607,arrow,358,374,479,393
writer6_6b.jpg,768,607,process,474,352,601,409
writer6_6b.jpg,768,607,text,491,365,551,401
writer6_6b.jpg,768,607,arrow,236,420,253,463
writer6_6b.jpg,768,607,decision,199,461,306,576
writer6_6b.jpg,768,607,text,224,503,285,535
writer6_6b.jpg,768,607,arrow,308,407,544,515
writer6_6b.jpg,768,607,text,309,490,326,506
writer6_6b.jpg,768,607,arrow,81,519,199,562
writer6_6b.jpg,768,607,text,180,476,183,505
writer6_6b.jpg,768,607,data,5,565,180,630
writer6_6b.jpg,768,607,text,49,585,142,619
writer6_6b.jpg,768,607,arrow,83,627,98,694
writer6_6b.jpg,768,607,terminator,46,693,138,762
writer6_6b.jpg,768,607,text,60,716,117,751
writer26_9b.jpg,737,768,connection,607,5,662,58
writer26_9b.jpg,737,768,arrow,607,63,653,200
writer26_9b.jpg,737,768,text,565,253,695,315
writer26_9b.jpg,737,768,decision,532,187,741,376
writer26_9b.jpg,737,768,arrow,320,253,539,289
writer26_9b.jpg,737,768,text,367,203,481,254
writer26_9b.jpg,737,768,text,45,240,191,302
writer26_9b.jpg,737,768,process,6,203,324,325
writer26_9b.jpg,737,768,arrow,116,325,167,521
writer26_9b.jpg,737,768,text,81,562,217,702
writer26_9b.jpg,737,768,process,37,528,279,731
writer26_9b.jpg,737,768,connection,606,597,654,643
writer26_9b.jpg,737,768,arrow,276,604,595,639
writer26_9b.jpg,737,768,arrow,615,368,641,598
writer26_9b.jpg,737,768,text,655,406,762,459
writer10_3b.jpg,217,768,text,29,105,88,142
writer10_3b.jpg,217,768,terminator,6,91,110,148
writer10_3b.jpg,217,768,arrow,107,104,209,118
writer10_3b.jpg,217,768,data,199,82,362,141
writer10_3b.jpg,217,768,text,222,101,345,132
writer10_3b.jpg,217,768,arrow,354,107,436,121
writer10_3b.jpg,217,768,decision,440,59,543,155
writer10_3b.jpg,217,768,text,456,93,519,119
writer10_3b.jpg,217,768,arrow,543,63,620,108
writer10_3b.jpg,217,768,text,563,89,574,103
writer10_3b.jpg,217,768,text,619,11,730,54
writer10_3b.jpg,217,768,data,587,5,762,63
writer10_3b.jpg,217,768,arrow,498,152,615,197
writer10_3b.jpg,217,768,text,569,169,572,181
writer10_3b.jpg,217,768,data,610,158,751,211
writer10_3b.jpg,217,768,text,640,167,730,209
writer16_7b.jpg,706,768,text,196,12,262,57
writer16_7b.jpg,706,768,terminator,172,5,294,59
writer16_7b.jpg,706,768,arrow,232,58,246,88
writer16_7b.jpg,706,768,text,175,115,336,192
writer16_7b.jpg,706,768,process,159,99,351,188
writer16_7b.jpg,706,768,arrow,244,185,262,244
writer16_7b.jpg,706,768,text,154,273,335,320
writer16_7b.jpg,706,768,decision,126,240,361,347
writer16_7b.jpg,706,768,arrow,360,280,542,328
writer16_7b.jpg,706,768,text,426,252,469,279
writer16_7b.jpg,706,768,text,446,371,609,397
writer16_7b.jpg,706,768,decision,410,330,637,454
writer16_7b.jpg,706,768,arrow,519,451,535,501
writer16_7b.jpg,706,768,text,536,455,553,477
writer16_7b.jpg,706,768,text,410,526,669,571
writer16_7b.jpg,706,768,process,389,508,672,582
writer16_7b.jpg,706,768,text,446,639,623,692
writer16_7b.jpg,706,768,process,411,623,631,700
writer16_7b.jpg,706,768,arrow,565,201,698,536
writer16_7b.jpg,706,768,text,481,196,565,221
writer16_7b.jpg,706,768,process,461,181,576,239
writer16_7b.jpg,706,768,text,678,508,687,525
writer16_7b.jpg,706,768,arrow,255,205,449,224
writer16_7b.jpg,706,768,arrow,343,131,762,660
writer16_7b.jpg,706,768,arrow,257,343,273,415
writer16_7b.jpg,706,768,text,274,363,305,385
writer16_7b.jpg,706,768,text,169,440,308,499
writer16_7b.jpg,706,768,decision,143,412,339,538
writer16_7b.jpg,706,768,arrow,250,525,266,601
writer16_7b.jpg,706,768,text,264,553,325,582
writer16_7b.jpg,706,768,text,196,620,282,676
writer16_7b.jpg,706,768,terminator,166,600,330,678
writer16_7b.jpg,706,768,text,49,442,120,467
writer16_7b.jpg,706,768,arrow,513,577,533,619
writer16_7b.jpg,706,768,arrow,6,128,155,473
writer20_2.jpg,768,331,connection,77,6,133,47
writer20_2.jpg,768,331,arrow,103,47,112,132
writer20_2.jpg,768,331,text,48,157,231,204
writer20_2.jpg,768,331,data,5,130,297,221
writer20_2.jpg,768,331,text,46,345,250,395
writer20_2.jpg,768,331,process,28,332,270,422
writer20_2.jpg,768,331,text,39,533,259,588
writer20_2.jpg,768,331,data,9,509,325,607
writer20_2.jpg,768,331,arrow,114,219,139,334
writer20_2.jpg,768,331,arrow,137,417,159,512
writer20_2.jpg,768,331,arrow,144,605,161,705
writer20_2.jpg,768,331,connection,123,714,175,762
writer4_5.jpg,519,768,text,197,17,253,39
writer4_5.jpg,519,768,terminator,178,5,269,48
writer4_5.jpg,519,768,arrow,215,49,228,100
writer4_5.jpg,519,768,decision,164,98,272,218
writer4_5.jpg,519,768,arrow,210,219,220,259
writer4_5.jpg,519,768,text,226,228,249,252
writer4_5.jpg,519,768,text,152,270,269,304
writer4_5.jpg,519,768,process,141,262,274,313
writer4_5.jpg,519,768,text,21,145,87,192
writer4_5.jpg,519,768,process,6,139,96,197
writer4_5.jpg,519,768,arrow,43,196,140,292
writer4_5.jpg,519,768,arrow,47,61,220,143
writer4_5.jpg,519,768,arrow,273,153,338,162
writer4_5.jpg,519,768,text,281,130,309,141
writer4_5.jpg,519,768,text,364,125,459,170
writer4_5.jpg,519,768,decision,335,92,476,220
writer4_5.jpg,519,768,arrow,406,220,417,271
writer4_5.jpg,519,768,text,423,231,448,243
writer4_5.jpg,519,768,text,385,286,424,306
writer4_5.jpg,519,768,process,369,277,441,315
writer4_5.jpg,519,768,arrow,395,331,408,360
writer4_5.jpg,519,768,text,392,378,443,400
writer4_5.jpg,519,768,decision,370,359,451,430
writer4_5.jpg,519,768,arrow,410,429,417,471
writer4_5.jpg,519,768,text,424,442,454,455
writer4_5.jpg,519,768,text,395,482,434,513
writer4_5.jpg,519,768,terminator,373,473,450,513
writer4_5.jpg,519,768,arrow,476,160,537,169
writer4_5.jpg,519,768,text,479,135,506,158
writer4_5.jpg,519,768,text,559,126,655,179
writer4_5.jpg,519,768,process,540,121,664,196
writer4_5.jpg,519,768,text,551,233,661,263
writer4_5.jpg,519,768,process,542,221,668,274
writer4_5.jpg,519,768,arrow,597,195,608,224
writer4_5.jpg,519,768,arrow,440,271,588,311
writer4_5.jpg,519,768,text,548,51,730,83
writer4_5.jpg,519,768,process,529,41,739,92
writer4_5.jpg,519,768,arrow,221,62,530,78
writer4_5.jpg,519,768,arrow,445,73,762,401
writer4_5.jpg,519,768,text,533,369,570,390
writer4_5.jpg,519,768,text,183,129,256,178
writer10_8b.jpg,768,728,text,114,25,178,69
writer10_8b.jpg,768,728,terminator,73,6,213,83
writer10_8b.jpg,768,728,arrow,111,83,141,158
writer10_8b.jpg,768,728,text,48,173,204,222
writer10_8b.jpg,768,728,data,5,161,245,231
writer10_8b.jpg,768,728,arrow,98,230,122,308
writer10_8b.jpg,768,728,text,54,324,180,382
writer10_8b.jpg,768,728,process,27,301,213,390
writer10_8b.jpg,768,728,text,59,482,132,546
writer10_8b.jpg,768,728,process,14,447,177,560
writer10_8b.jpg,768,728,arrow,93,387,114,447
writer10_8b.jpg,768,728,arrow,214,337,330,359
writer10_8b.jpg,768,728,decision,327,288,475,407
writer10_8b.jpg,768,728,text,355,330,429,362
writer10_8b.jpg,768,728,arrow,174,405,394,532
writer10_8b.jpg,768,728,text,291,427,363,468
writer10_8b.jpg,768,728,arrow,473,353,620,566
writer10_8b.jpg,768,728,data,496,564,722,631
writer10_8b.jpg,768,728,text,532,576,673,618
writer10_8b.jpg,768,728,arrow,572,632,601,705
writer10_8b.jpg,768,728,text,532,705,607,744
writer10_8b.jpg,768,728,terminator,509,701,640,762
writer10_11b.jpg,768,324,text,137,19,206,44
writer10_11b.jpg,768,324,terminator,116,6,229,63
writer10_11b.jpg,768,324,arrow,152,62,170,123
writer10_11b.jpg,768,324,data,102,126,248,178
writer10_11b.jpg,768,324,text,115,144,208,177
writer10_11b.jpg,768,324,arrow,148,180,167,249
writer10_11b.jpg,768,324,process,59,255,249,306
writer10_11b.jpg,768,324,text,70,268,226,304
writer10_11b.jpg,768,324,arrow,135,308,156,384
writer10_11b.jpg,768,324,text,76,412,245,450
writer10_11b.jpg,768,324,process,50,383,262,465
writer10_11b.jpg,768,324,arrow,124,467,141,537
writer10_11b.jpg,768,324,data,5,536,318,622
writer10_11b.jpg,768,324,text,44,560,268,599
writer10_11b.jpg,768,324,arrow,119,620,142,682
writer10_11b.jpg,768,324,text,95,706,155,756
writer10_11b.jpg,768,324,terminator,53,685,221,762
writer13_1.jpg,768,311,terminator,185,6,305,71
writer13_1.jpg,768,311,text,197,17,291,44
writer13_1.jpg,768,311,arrow,215,71,243,134
writer13_1.jpg,768,311,data,147,130,276,179
writer13_1.jpg,768,311,text,164,143,271,169
writer13_1.jpg,768,311,arrow,205,179,229,224
writer13_1.jpg,768,311,process,135,225,305,303
writer13_1.jpg,768,311,text,153,238,239,287
writer13_1.jpg,768,311,arrow,189,290,220,341
writer13_1.jpg,768,311,process,121,345,287,417
writer13_1.jpg,768,311,text,146,361,257,393
writer13_1.jpg,768,311,arrow,188,408,216,453
writer13_1.jpg,768,311,decision,160,452,244,537
writer13_1.jpg,768,311,text,174,486,238,504
writer13_1.jpg,768,311,arrow,110,481,163,499
writer13_1.jpg,768,311,text,122,459,166,477
writer13_1.jpg,768,311,process,5,461,113,533
writer13_1.jpg,768,311,text,12,484,101,511
writer13_1.jpg,768,311,arrow,51,376,126,464
writer13_1.jpg,768,311,arrow,181,537,208,592
writer13_1.jpg,768,311,text,204,542,252,568
writer13_1.jpg,768,311,data,97,585,293,662
writer13_1.jpg,768,311,text,125,603,251,647
writer13_1.jpg,768,311,arrow,177,656,200,694
writer13_1.jpg,768,311,text,141,710,224,736
writer13_1.jpg,768,311,terminator,122,695,241,762
writer7_11.jpg,227,768,terminator,6,10,137,73
writer7_11.jpg,227,768,data,233,18,438,79
writer7_11.jpg,227,768,process,527,5,762,84
writer7_11.jpg,227,768,process,23,151,217,221
writer7_11.jpg,227,768,data,355,159,522,220
writer7_11.jpg,227,768,terminator,644,157,751,212
writer7_11.jpg,227,768,arrow,133,30,265,53
writer7_11.jpg,227,768,arrow,414,29,533,45
writer7_11.jpg,227,768,arrow,104,81,638,157
writer7_11.jpg,227,768,arrow,212,178,374,197
writer7_11.jpg,227,768,arrow,504,179,651,201
writer7_11.jpg,227,768,text,30,27,95,63
writer7_11.jpg,227,768,text,272,32,368,59
writer7_11.jpg,227,768,text,544,15,737,50
writer7_11.jpg,227,768,text,29,167,212,213
writer7_11.jpg,227,768,text,390,166,475,219
writer7_11.jpg,227,768,text,668,164,717,195
writer17_10b.jpg,768,333,text,76,32,165,64
writer17_10b.jpg,768,333,text,74,177,190,232
writer17_10b.jpg,768,333,text,83,358,153,390
writer17_10b.jpg,768,333,text,56,531,209,598
writer17_10b.jpg,768,333,text,65,697,127,741
writer17_10b.jpg,768,333,terminator,53,6,198,87
writer17_10b.jpg,768,333,data,21,159,222,238
writer17_10b.jpg,768,333,decision,40,326,197,431
writer17_10b.jpg,768,333,data,5,516,247,597
writer17_10b.jpg,768,333,terminator,23,684,169,762
writer17_10b.jpg,768,333,arrow,115,87,136,156
writer17_10b.jpg,768,333,arrow,106,233,128,326
writer17_10b.jpg,768,333,arrow,107,430,128,514
writer17_10b.jpg,768,333,arrow,94,596,123,696
writer17_10b.jpg,768,333,arrow,127,98,327,376
writer17_10b.jpg,768,333,text,198,332,258,372
writer17_10b.jpg,768,333,text,129,444,183,467
writer4_13.jpg,279,768,connection,6,14,34,41
writer4_13.jpg,279,768,arrow,33,28,106,35
writer4_13.jpg,279,768,data,101,5,201,52
writer4_13.jpg,279,768,arrow,193,26,261,33
writer4_13.jpg,279,768,process,264,7,340,60
writer4_13.jpg,279,768,arrow,287,62,302,96
writer4_13.jpg,279,768,process,246,101,345,155
writer4_13.jpg,279,768,arrow,284,155,297,207
writer4_13.jpg,279,768,decision,253,201,322,271
writer4_13.jpg,279,768,process,75,111,157,157
writer4_13.jpg,279,768,arrow,159,123,242,135
writer4_13.jpg,279,768,arrow,109,157,248,239
writer4_13.jpg,279,768,arrow,323,229,417,239
writer4_13.jpg,279,768,decision,421,200,484,273
writer4_13.jpg,279,768,process,418,111,495,156
writer4_13.jpg,279,768,arrow,446,158,461,205
writer4_13.jpg,279,768,arrow,344,127,417,137
writer4_13.jpg,279,768,arrow,485,226,563,237
writer4_13.jpg,279,768,data,557,208,674,259
writer4_13.jpg,279,768,arrow,659,228,725,237
writer4_13.jpg,279,768,connection,723,217,762,249
writer12_7b.jpg,768,638,text,231,16,297,68
writer12_7b.jpg,768,638,terminator,162,6,322,66
writer12_7b.jpg,768,638,arrow,244,66,258,102
writer12_7b.jpg,768,638,text,183,130,351,214
writer12_7b.jpg,768,638,process,165,123,379,222
writer12_7b.jpg,768,638,arrow,248,220,259,297
writer12_7b.jpg,768,638,text,209,334,358,387
writer12_7b.jpg,768,638,decision,178,295,388,432
writer12_7b.jpg,768,638,text,105,441,194,506
writer12_7b.jpg,768,638,decision,88,416,216,535
writer12_7b.jpg,768,638,arrow,157,366,177,414
writer12_7b.jpg,768,638,text,134,345,165,360
writer12_7b.jpg,768,638,arrow,5,174,157,467
writer12_7b.jpg,768,638,text,33,432,73,453
writer12_7b.jpg,768,638,text,120,630,172,677
writer12_7b.jpg,768,638,terminator,67,614,212,687
writer12_7b.jpg,768,638,arrow,151,535,165,612
writer12_7b.jpg,768,638,text,166,536,216,601
writer12_7b.jpg,768,638,text,365,482,517,517
writer12_7b.jpg,768,638,decision,358,438,544,567
writer12_7b.jpg,768,638,arrow,389,342,453,436
writer12_7b.jpg,768,638,text,413,325,447,355
writer12_7b.jpg,768,638,text,435,243,513,265
writer12_7b.jpg,768,638,process,421,232,542,287
writer12_7b.jpg,768,638,process,532,265,555,499
writer12_7b.jpg,768,638,arrow,263,260,421,264
writer12_7b.jpg,768,638,arrow,261,255,268,266
writer12_7b.jpg,768,638,text,354,588,603,629
writer12_7b.jpg,768,638,process,344,586,618,648
writer12_7b.jpg,768,638,arrow,467,554,478,589
writer12_7b.jpg,768,638,text,493,558,496,574
writer12_7b.jpg,768,638,text,558,462,571,475
writer12_7b.jpg,768,638,text,365,694,524,752
writer12_7b.jpg,768,638,process,347,693,554,762
writer12_7b.jpg,768,638,arrow,459,649,472,691
writer12_7b.jpg,768,638,arrow,384,171,632,739
writer24_9.jpg,768,410,connection,68,6,135,61
writer24_9.jpg,768,410,arrow,85,58,113,174
writer24_9.jpg,768,410,text,54,204,155,261
writer24_9.jpg,768,410,decision,5,166,184,306
writer24_9.jpg,768,410,arrow,179,212,330,308
writer24_9.jpg,768,410,text,195,226,267,288
writer24_9.jpg,768,410,process,218,310,404,425
writer24_9.jpg,768,410,text,246,342,354,403
writer24_9.jpg,768,410,arrow,277,423,310,515
writer24_9.jpg,768,410,text,223,537,333,663
writer24_9.jpg,768,410,process,182,500,369,681
writer24_9.jpg,768,410,arrow,98,301,133,718
writer24_9.jpg,768,410,connection,88,704,152,762
writer24_9.jpg,768,410,arrow,151,675,288,746
writer18_1b.jpg,712,768,terminator,25,5,227,82
writer18_1b.jpg,712,768,text,65,26,170,75
writer18_1b.jpg,712,768,arrow,116,88,125,144
writer18_1b.jpg,712,768,data,6,159,244,235
writer18_1b.jpg,712,768,text,63,181,170,225
writer18_1b.jpg,712,768,arrow,103,240,117,288
writer18_1b.jpg,712,768,process,21,299,220,391
writer18_1b.jpg,712,768,text,59,317,127,379
writer18_1b.jpg,712,768,arrow,223,334,346,352
writer18_1b.jpg,712,768,process,360,301,525,384
writer18_1b.jpg,712,768,text,385,321,502,368
writer18_1b.jpg,712,768,arrow,422,392,438,459
writer18_1b.jpg,712,768,decision,361,462,495,593
writer18_1b.jpg,712,768,text,394,508,467,532
writer18_1b.jpg,712,768,arrow,502,504,612,524
writer18_1b.jpg,712,768,text,501,474,519,501
writer18_1b.jpg,712,768,process,615,475,762,568
writer18_1b.jpg,712,768,arrow,518,328,687,471
writer18_1b.jpg,712,768,text,626,506,732,538
writer18_1b.jpg,712,768,data,18,490,219,572
writer18_1b.jpg,712,768,text,57,516,170,558
writer18_1b.jpg,712,768,arrow,207,509,363,534
writer18_1b.jpg,712,768,text,336,480,366,511
writer18_1b.jpg,712,768,arrow,95,575,109,642
writer18_1b.jpg,712,768,terminator,11,652,213,706
writer18_1b.jpg,712,768,text,52,658,147,697
writer10_1b.jpg,768,736,text,73,29,143,67
writer10_1b.jpg,768,736,terminator,50,6,168,78
writer10_1b.jpg,768,736,arrow,96,79,112,170
writer10_1b.jpg,768,736,text,55,203,174,253
writer10_1b.jpg,768,736,data,5,179,220,272
writer10_1b.jpg,768,736,arrow,94,270,118,376
writer10_1b.jpg,768,736,process,33,374,201,465
writer10_1b.jpg,768,736,text,66,396,133,462
writer10_1b.jpg,768,736,arrow,200,408,320,426
writer10_1b.jpg,768,736,text,364,403,495,432
writer10_1b.jpg,768,736,process,338,388,525,463
writer10_1b.jpg,768,736,arrow,422,458,445,527
writer10_1b.jpg,768,736,decision,375,524,483,639
writer10_1b.jpg,768,736,text,400,570,449,594
writer10_1b.jpg,768,736,arrow,481,571,571,590
writer10_1b.jpg,768,736,text,512,547,537,573
writer10_1b.jpg,768,736,process,568,538,730,626
writer10_1b.jpg,768,736,text,581,574,680,605
writer10_1b.jpg,768,736,arrow,525,416,633,545
writer10_1b.jpg,768,736,arrow,292,567,379,589
writer10_1b.jpg,768,736,text,325,541,345,577
writer10_1b.jpg,768,736,text,117,570,224,614
writer10_1b.jpg,768,736,data,57,552,248,626
writer10_1b.jpg,768,736,arrow,142,625,158,689
writer10_1b.jpg,768,736,text,96,706,165,746
writer10_1b.jpg,768,736,terminator,72,697,203,762
writer31_14.jpg,389,768,terminator,38,5,147,39
writer31_14.jpg,389,768,text,58,14,117,34
writer31_14.jpg,389,768,arrow,88,35,104,64
writer31_14.jpg,389,768,data,6,61,169,105
writer31_14.jpg,389,768,text,22,75,143,93
writer31_14.jpg,389,768,arrow,81,102,95,129
writer31_14.jpg,389,768,process,9,133,155,183
writer31_14.jpg,389,768,text,24,148,146,167
writer31_14.jpg,389,768,arrow,87,182,98,219
writer31_14.jpg,389,768,decision,69,216,125,276
writer31_14.jpg,389,768,text,82,239,115,251
writer31_14.jpg,389,768,arrow,127,240,190,251
writer31_14.jpg,389,768,text,129,221,169,237
writer31_14.jpg,389,768,text,128,229,136,232
writer31_14.jpg,389,768,data,186,220,304,264
writer31_14.jpg,389,768,text,206,234,278,254
writer31_14.jpg,389,768,arrow,98,273,313,295
writer31_14.jpg,389,768,text,119,266,156,282
writer31_14.jpg,389,768,decision,313,260,381,318
writer31_14.jpg,389,768,text,330,284,362,294
writer31_14.jpg,389,768,arrow,380,287,428,296
writer31_14.jpg,389,768,text,383,273,421,286
writer31_14.jpg,389,768,data,425,272,582,305
writer31_14.jpg,389,768,text,440,281,562,297
writer31_14.jpg,389,768,arrow,350,317,360,343
writer31_14.jpg,389,768,text,365,315,401,329
writer31_14.jpg,389,768,data,238,337,417,383
writer31_14.jpg,389,768,text,261,346,402,379
writer31_14.jpg,389,768,arrow,411,353,509,363
writer31_14.jpg,389,768,data,506,336,660,382
writer31_14.jpg,389,768,text,522,345,638,371
writer31_14.jpg,389,768,arrow,650,280,707,361
writer31_14.jpg,389,768,terminator,676,251,762,278
writer31_14.jpg,389,768,text,699,257,733,271
writer31_14.jpg,389,768,arrow,575,264,676,285
writer31_14.jpg,389,768,arrow,296,225,714,253
writer29_10.jpg,463,768,terminator,6,117,181,181
writer29_10.jpg,463,768,text,36,135,134,179
writer29_10.jpg,463,768,arrow,191,137,270,161
writer29_10.jpg,463,768,data,252,107,497,193
writer29_10.jpg,463,768,text,301,134,441,174
writer29_10.jpg,463,768,arrow,475,136,578,162
writer29_10.jpg,463,768,decision,588,104,709,210
writer29_10.jpg,463,768,text,611,138,671,168
writer29_10.jpg,463,768,arrow,379,49,652,115
writer29_10.jpg,463,768,text,586,5,683,45
writer29_10.jpg,463,768,arrow,614,216,639,272
writer29_10.jpg,463,768,text,658,207,762,242
writer29_10.jpg,463,768,data,490,274,751,367
writer29_10.jpg,463,768,text,539,301,696,340
writer29_10.jpg,463,768,arrow,601,376,625,399
writer29_10.jpg,463,768,terminator,532,396,741,457
writer29_10.jpg,463,768,text,583,407,666,439
writer15_9b.jpg,768,735,connection,558,6,636,75
writer15_9b.jpg,768,735,arrow,565,78,599,234
writer15_9b.jpg,768,735,decision,449,223,690,415
writer15_9b.jpg,768,735,text,510,279,659,351
writer15_9b.jpg,768,735,arrow,256,297,450,332
writer15_9b.jpg,768,735,text,315,240,434,305
writer15_9b.jpg,768,735,process,34,242,267,376
writer15_9b.jpg,768,735,arrow,111,363,160,553
writer15_9b.jpg,768,735,process,5,538,258,668
writer15_9b.jpg,768,735,text,48,543,209,660
writer15_9b.jpg,768,735,arrow,580,405,612,714
writer15_9b.jpg,768,735,text,616,385,729,453
writer15_9b.jpg,768,735,arrow,120,666,575,750
writer15_9b.jpg,768,735,decision,574,712,613,762
writer15_9b.jpg,768,735,text,70,261,216,342
writer26_4.jpg,768,565,connection,137,6,185,41
writer26_4.jpg,768,565,arrow,137,45,177,117
writer26_4.jpg,768,565,process,34,121,275,219
writer26_4.jpg,768,565,arrow,123,214,163,294
writer26_4.jpg,768,565,decision,41,296,188,436
writer26_4.jpg,768,565,arrow,109,439,143,533
writer26_4.jpg,768,565,process,5,540,240,637
writer26_4.jpg,768,565,arrow,104,632,131,701
writer26_4.jpg,768,565,connection,87,704,159,762
writer26_4.jpg,768,565,arrow,187,354,292,392
writer26_4.jpg,768,565,process,284,311,559,414
writer26_4.jpg,768,565,arrow,283,152,433,314
writer26_10b.jpg,768,294,text,104,27,219,60
writer26_10b.jpg,768,294,terminator,86,6,249,78
writer26_10b.jpg,768,294,arrow,144,77,176,161
writer26_10b.jpg,768,294,text,71,192,219,233
writer26_10b.jpg,768,294,data,5,158,287,268
writer26_10b.jpg,768,294,arrow,129,248,162,329
writer26_10b.jpg,768,294,text,102,360,193,397
writer26_10b.jpg,768,294,decision,66,320,213,436
writer26_10b.jpg,768,294,arrow,136,435,169,526
writer26_10b.jpg,768,294,text,167,456,235,485
writer26_10b.jpg,768,294,text,99,549,253,598
writer26_10b.jpg,768,294,data,46,530,288,616
writer26_10b.jpg,768,294,arrow,134,615,170,683
writer26_10b.jpg,768,294,text,108,699,173,734
writer26_10b.jpg,768,294,terminator,88,666,236,762
writer6_13.jpg,300,768,connection,6,17,21,43
writer6_13.jpg,300,768,arrow,21,20,102,44
writer6_13.jpg,300,768,data,92,5,243,56
writer6_13.jpg,300,768,arrow,231,27,279,44
writer6_13.jpg,300,768,process,276,5,372,51
writer6_13.jpg,300,768,arrow,309,50,328,91
writer6_13.jpg,300,768,process,280,91,379,145
writer6_13.jpg,300,768,arrow,310,144,329,198
writer6_13.jpg,300,768,decision,288,192,359,294
writer6_13.jpg,300,768,process,152,92,224,148
writer6_13.jpg,300,768,arrow,220,116,282,135
